## Ore Dictionary Info                      ##
##############################################
## In the form:                             ##
## <ore dictionary entry>                   ##
##     <item id registered> - <item damage> ##
##     etc...                               ##
##############################################
artisansAthame


foodStock
harvestcraft:stockitem - 0


foodStrawberrycupcake
harvestcraft:strawberrycupcakeitem - 0


foodStrawberryicecream
harvestcraft:strawberryicecreamitem - 0


foodStrawberryjelly
harvestcraft:strawberryjellyitem - 0


foodStrawberryjellysandwich
harvestcraft:strawberryjellysandwichitem - 0


foodStrawberryjuice
harvestcraft:strawberryjuiceitem - 0


foodStrawberrymilkshake
harvestcraft:strawberrymilkshakeitem - 0


foodStrawberrypie
harvestcraft:strawberrypieitem - 0


foodStrawberryrhubarbpie
harvestcraft:strawberryrhubarbpieitem - 0


foodStrawberrysalad
harvestcraft:strawberrysaladitem - 0


foodStrawberrysmoothie
harvestcraft:strawberrysmoothieitem - 0


foodStrawberrysoda
harvestcraft:strawberrysodaitem - 0


foodStrawberrysouffle
harvestcraft:strawberrysouffleitem - 0


foodStrawberryyogurt
harvestcraft:strawberryyogurtitem - 0


foodStuffedchilipeppers
harvestcraft:stuffedchilipeppersitem - 0


foodStuffedduck
harvestcraft:stuffedduckitem - 0


foodStuffedeggplant
harvestcraft:stuffedeggplantitem - 0


foodStuffedmushroom
harvestcraft:stuffedmushroomitem - 0


foodStuffedpepper
harvestcraft:stuffedpepperitem - 0


foodStuffing
harvestcraft:stuffingitem - 0


foodSuccotash
harvestcraft:succotashitem - 0


foodSugarcookie
harvestcraft:sugarcookieitem - 0


foodSummerradishsalad
harvestcraft:summerradishsaladitem - 0


foodSummersquashwithradish
harvestcraft:summersquashwithradishitem - 0


foodSundayhightea
harvestcraft:sundayhighteaitem - 0


foodSundayroast
harvestcraft:sundayroastitem - 0


foodSunflowerbroccolisalad
harvestcraft:sunflowerbroccolisaladitem - 0


foodSunflowerwheatrolls
harvestcraft:sunflowerwheatrollsitem - 0


foodSupremepizza
harvestcraft:supremepizzaitem - 0


foodSurfandturf
harvestcraft:surfandturfitem - 0


foodSushi
harvestcraft:sushiitem - 0


foodSwedishmeatballs
harvestcraft:swedishmeatballsitem - 0


foodSweetandsourchicken
harvestcraft:sweetandsourchickenitem - 0


foodSweetandsourmeatballs
harvestcraft:sweetandsourmeatballsitem - 0


foodSweetandsoursauce
harvestcraft:sweetandsoursauceitem - 0


foodSweetpickle
harvestcraft:sweetpickleitem - 0


foodSweetpotatopie
harvestcraft:sweetpotatopieitem - 0


foodSweetpotatosouffle
harvestcraft:sweetpotatosouffleitem - 0


foodSweettea
harvestcraft:sweetteaitem - 0


foodSzechuaneggplant
harvestcraft:szechuaneggplantitem - 0


foodTaco
harvestcraft:tacoitem - 0


foodTaffy
harvestcraft:taffyitem - 0


foodTaiyaki
harvestcraft:taiyakiitem - 0


foodTakoyaki
harvestcraft:takoyakiitem - 0


foodTatertots
harvestcraft:tatertotsitem - 0


foodTea
harvestcraft:teaitem - 0


foodTeriyakichicken
harvestcraft:teriyakichickenitem - 0


foodThankfuldinner
harvestcraft:thankfuldinneritem - 0


foodTheatrebox
harvestcraft:theatreboxitem - 0


foodThreebeansalad
harvestcraft:threebeansaladitem - 0


foodTilapiaraw
harvestcraft:tilapiarawitem - 0


foodTimpano
harvestcraft:timpanoitem - 0


foodTimtam
harvestcraft:timtamitem - 0


foodTiropita
harvestcraft:tiropitaitem - 0


foodToadinthehole
harvestcraft:toadintheholeitem - 0


foodToast
harvestcraft:toastitem - 0


foodToastedcoconut
harvestcraft:toastedcoconutitem - 0


foodToastedwestern
harvestcraft:toastedwesternitem - 0


foodToastsandwich
harvestcraft:toastsandwichitem - 0


foodTomatoherbchicken
harvestcraft:tomatoherbchickenitem - 0


foodTomatosoup
harvestcraft:tomatosoupitem - 0


foodTortilla
harvestcraft:tortillaitem - 0


foodTortillachips
harvestcraft:tortillachipsitem - 0


foodTrailmix
harvestcraft:trailmixitem - 0


foodTroutraw
harvestcraft:troutrawitem - 0


foodTruffle


foodTunafishsandwich
harvestcraft:tunafishsandwichitem - 0


foodTunaonigiri
harvestcraft:tunaonigiriitem - 0


foodTunapotato
harvestcraft:tunapotatoitem - 0


foodTunaraw
harvestcraft:tunarawitem - 0


foodTunasalad
harvestcraft:tunasaladitem - 0


foodTurkeycooked
harvestcraft:turkeycookeditem - 0


foodTurkeyraw
harvestcraft:turkeyrawitem - 0


foodTurkishdelight
harvestcraft:turkishdelightitem - 0


foodTurnipsoup
harvestcraft:turnipsoupitem - 0


foodTurtlecooked
harvestcraft:turtlecookeditem - 0


foodTurtleraw
harvestcraft:turtlerawitem - 0


foodVanilla
harvestcraft:vanillaitem - 0


foodVanillaconchasbread
harvestcraft:vanillaconchasbreaditem - 0


foodVanillacupcake
harvestcraft:vanillacupcakeitem - 0


foodVanillaicecream
harvestcraft:vanillaicecreamitem - 0


foodVanillayogurt
harvestcraft:vanillayogurtitem - 0


foodVegemite
harvestcraft:vegemiteitem - 0


foodVegemiteontoast
harvestcraft:vegemiteontoastitem - 0


foodVegetable


foodVegetablesoup
harvestcraft:vegetablesoupitem - 0


foodVegetarianlettucewrap
harvestcraft:vegetarianlettucewrapitem - 0


foodVeggiesalad


foodVeggiestirfry
harvestcraft:veggiestirfryitem - 0


foodVeggiestrips
harvestcraft:veggiestripsitem - 0


foodVenisoncooked
harvestcraft:venisoncookeditem - 0


foodVenisonraw
harvestcraft:venisonrawitem - 0


foodVindaloo
harvestcraft:vindalooitem - 0


foodVinegar
harvestcraft:vinegaritem - 0


foodWaffles
harvestcraft:wafflesitem - 0


foodWalleyraw
harvestcraft:walleyerawitem - 0


foodWalnutraisinbread
harvestcraft:walnutraisinbreaditem - 0


foodWatermelonjelly
harvestcraft:watermelonjellyitem - 0


foodWatermelonjellysandwich
harvestcraft:watermelonjellysandwichitem - 0


foodWeekendpicnic
harvestcraft:weekendpicnicitem - 0


foodWontonsoup
harvestcraft:wontonsoupitem - 0


foodYogurt


foodYorkshirepudding
harvestcraft:yorkshirepuddingitem - 0


foodZeppole
harvestcraft:zeppoleitem - 0


foodZestyzucchini
harvestcraft:zestyzucchiniitem - 0


foodZombiejerky
harvestcraft:zombiejerkyitem - 0


foodZucchinibake
harvestcraft:zucchinibakeitem - 0


foodZucchinibread
harvestcraft:zucchinibreaditem - 0


foodZucchinifries
harvestcraft:zucchinifriesitem - 0


foodbbqchickenpizza


foodchorizo
harvestcraft:chorizoitem - 0


fruitForestry


fuelCoke


gearAlumite


gearArdite


gearCobalt


gearGold


gearIron


gearKnightslime


gearManyullyn


gearPigiron


gearSteel


gemAethium


gemAmber
biomesoplenty:gem - 7


gemAmethyst
biomesoplenty:gem - 0


gemApatite


gemAquamarine


gemBiotite


gemBoronNitride


gemCertusQuartz


gemCrystalFlux


gemDiamantine


gemDiamond
minecraft:diamond - 0


gemEmerald
minecraft:emerald - 0


gemEmeraldic


gemEnderBiotite
quark:biotite - 0


gemEnori


gemErodium


gemFluix


gemGelid


gemIonite


gemKyronite


gemLapis
minecraft:dye - 4


gemLitherite


gemLonsdaleite


gemMalachite
biomesoplenty:gem - 5


gemPalis


gemPeridot
biomesoplenty:gem - 2


gemPhoenixite


gemPladium


gemPrismarine
minecraft:prismarine_shard - 0


gemQuartz
minecraft:quartz - 0


gemQuartzBlack


gemRestonia


gemRuby
biomesoplenty:gem - 1


gemSapphire
biomesoplenty:gem - 6


gemTanzanite
biomesoplenty:gem - 4


gemTopaz
biomesoplenty:gem - 3


gemVoid


glowstone
minecraft:glowstone - 0


grass
minecraft:grass - 0
biomesoplenty:grass - 0


gravel
minecraft:gravel - 0


gunpowder
minecraft:gunpowder - 0


ingotAlubrass
tconstruct:ingots - 5


ingotAluminum


ingotAlumite
plustic:alumiteingot - 0


ingotArdite
tconstruct:ingots - 1


ingotAstralStarmetal


ingotBoron


ingotBoundMetal


ingotBrass


ingotBrick
minecraft:brick - 0


ingotBrickNether
minecraft:netherbrick - 0


ingotBrickSeared
tconstruct:materials - 0


ingotBronze


ingotChaoticMetal


ingotCobalt
tconstruct:ingots - 0


ingotConstantan


ingotCopper


ingotCosmicNeutronium


ingotCrystalMatrix


ingotDraconicMetal


ingotDraconium


ingotElectrum


ingotElectrumFlux


ingotElvenElementium


ingotEnderium


ingotEnergium


ingotEssenceMetal


ingotFluixSteel


ingotGelidEnderium


ingotGold
minecraft:gold_ingot - 0


ingotHardCarbon


ingotInfinity


ingotInvar


ingotIridium


ingotIron
minecraft:iron_ingot - 0


ingotKnightslime
tconstruct:ingots - 3


ingotLead


ingotLumium


ingotManasteel


ingotManyullyn
tconstruct:ingots - 2


ingotMeat


ingotNickel


ingotOsmium


ingotPigiron
tconstruct:ingots - 4


ingotPinkMetal


ingotPlatinum


ingotPrimordial


ingotRefinedGlowstone


ingotRefinedObsidian


ingotSentientMetal


ingotSignalum


ingotSilver


ingotSteel
tcomplement:materials - 10


ingotTerrasteel


ingotThaumium


ingotTin


ingotTough


ingotUUMatter


ingotVoid


ingotWyvernMetal


itemDarkMatter


itemEnchantedFabric


itemEnderCrystal


itemPulsatingCrystal


itemRedMatter


itemRubber


itemSalt
harvestcraft:saltitem - 0


itemSunnarium


itemVibrantCrystal


itemWeatherCrystal


leather
minecraft:leather - 0


lilypad
minecraft:waterlily - 0
biomesoplenty:waterlily - any


listAllbeefcooked
harvestcraft:cookedtofeakitem - 0
minecraft:cooked_beef - 0


listAllbeefraw
harvestcraft:rawtofeakitem - 0
minecraft:beef - 0
harvestcraft:groundbeefitem - 0


listAllberry
harvestcraft:cranberryitem - 0
harvestcraft:blackberryitem - 0
harvestcraft:blueberryitem - 0
harvestcraft:raspberryitem - 0
harvestcraft:strawberryitem - 0
harvestcraft:elderberryitem - 0
harvestcraft:huckleberryitem - 0
harvestcraft:mulberryitem - 0
harvestcraft:juniperberryitem - 0
harvestcraft:gooseberryitem - 0


listAllchickencooked
harvestcraft:cookedtofickenitem - 0
minecraft:cooked_chicken - 0


listAllchickenraw
harvestcraft:rawtofickenitem - 0
minecraft:chicken - 0
harvestcraft:groundchickenitem - 0


listAllcitrus
harvestcraft:lemonitem - 0
harvestcraft:limeitem - 0
harvestcraft:orangeitem - 0
harvestcraft:grapefruititem - 0


listAllcookie
harvestcraft:peanutbuttercookiesitem - 0
harvestcraft:raisincookiesitem - 0
harvestcraft:creamcookieitem - 0
harvestcraft:chaoscookieitem - 0
harvestcraft:creepercookieitem - 0
harvestcraft:buttercookieitem - 0
harvestcraft:sugarcookieitem - 0
harvestcraft:fortunecookieitem - 0


listAllduckcooked
harvestcraft:cookedtofuduckitem - 0
harvestcraft:duckcookeditem - 0


listAllduckraw
harvestcraft:rawtofuduckitem - 0
harvestcraft:duckrawitem - 0
harvestcraft:groundduckitem - 0


listAllegg
harvestcraft:rawtofeegitem - 0
minecraft:egg - 0


listAllfiber
harvestcraft:flaxitem - 0
harvestcraft:juteitem - 0
harvestcraft:kenafitem - 0
harvestcraft:sisalitem - 0


listAllfishcooked
harvestcraft:cookedtofishitem - 0
minecraft:cooked_cod - 0
minecraft:cooked_salmon - 0
minecraft:cooked_fish - 0
minecraft:cooked_fish - 1
harvestcraft:calamaricookeditem - 0


listAllfishfresh
minecraft:cod - 0
minecraft:salmon - 0
minecraft:clownfish - 0
minecraft:pufferfish - 0
minecraft:fish - any
harvestcraft:calamarirawitem - 0
harvestcraft:anchovyrawitem - 0
harvestcraft:bassrawitem - 0
harvestcraft:carprawitem - 0
harvestcraft:catfishrawitem - 0
harvestcraft:charrrawitem - 0
harvestcraft:grouperrawitem - 0
harvestcraft:herringrawitem - 0
harvestcraft:mudfishrawitem - 0
harvestcraft:perchrawitem - 0
harvestcraft:snapperrawitem - 0
harvestcraft:tilapiarawitem - 0
harvestcraft:troutrawitem - 0
harvestcraft:tunarawitem - 0
harvestcraft:walleyerawitem - 0
harvestcraft:greenheartfishitem - 0
harvestcraft:sardinerawitem - 0


listAllfishraw
harvestcraft:rawtofishitem - 0
minecraft:cod - 0
minecraft:salmon - 0
minecraft:clownfish - 0
minecraft:pufferfish - 0
harvestcraft:groundfishitem - 0
minecraft:fish - any
harvestcraft:calamarirawitem - 0
harvestcraft:anchovyrawitem - 0
harvestcraft:bassrawitem - 0
harvestcraft:carprawitem - 0
harvestcraft:catfishrawitem - 0
harvestcraft:charrrawitem - 0
harvestcraft:grouperrawitem - 0
harvestcraft:herringrawitem - 0
harvestcraft:mudfishrawitem - 0
harvestcraft:perchrawitem - 0
harvestcraft:snapperrawitem - 0
harvestcraft:tilapiarawitem - 0
harvestcraft:troutrawitem - 0
harvestcraft:tunarawitem - 0
harvestcraft:walleyerawitem - 0
harvestcraft:greenheartfishitem - 0
harvestcraft:sardinerawitem - 0


listAllfruit
biomesoplenty:peach - 0
biomesoplenty:persimmon - 0
biomesoplenty:pear - 0
minecraft:apple - 0
minecraft:chorus_fruit - 0
harvestcraft:cranberryitem - 0
harvestcraft:pineappleitem - 0
harvestcraft:blackberryitem - 0
harvestcraft:blueberryitem - 0
harvestcraft:cactusfruititem - 0
harvestcraft:cantaloupeitem - 0
harvestcraft:grapeitem - 0
harvestcraft:kiwiitem - 0
harvestcraft:raspberryitem - 0
harvestcraft:strawberryitem - 0
harvestcraft:agaveitem - 0
harvestcraft:elderberryitem - 0
harvestcraft:greengrapeitem - 0
harvestcraft:huckleberryitem - 0
harvestcraft:mulberryitem - 0
harvestcraft:juniperberryitem - 0
harvestcraft:bananaitem - 0
harvestcraft:cherryitem - 0
harvestcraft:dragonfruititem - 0
harvestcraft:lemonitem - 0
harvestcraft:limeitem - 0
harvestcraft:mangoitem - 0
harvestcraft:orangeitem - 0
harvestcraft:papayaitem - 0
harvestcraft:peachitem - 0
harvestcraft:pearitem - 0
harvestcraft:plumitem - 0
harvestcraft:pomegranateitem - 0
harvestcraft:starfruititem - 0
harvestcraft:gooseberryitem - 0
harvestcraft:apricotitem - 0
harvestcraft:dateitem - 0
harvestcraft:figitem - 0
harvestcraft:grapefruititem - 0
harvestcraft:persimmonitem - 0
harvestcraft:pawpawitem - 0
harvestcraft:soursopitem - 0
harvestcraft:guavaitem - 0
harvestcraft:lycheeitem - 0
harvestcraft:passionfruititem - 0
harvestcraft:rambutanitem - 0


listAllgrain
minecraft:wheat - 0
harvestcraft:barleyitem - 0
harvestcraft:oatsitem - 0
harvestcraft:ryeitem - 0
harvestcraft:amaranthitem - 0
harvestcraft:milletitem - 0
harvestcraft:quinoaitem - 0
harvestcraft:breadfruititem - 0


listAllgreenveggie
harvestcraft:asparagusitem - 0
harvestcraft:broccoliitem - 0
harvestcraft:celeryitem - 0
harvestcraft:lettuceitem - 0
harvestcraft:spiceleafitem - 0
harvestcraft:artichokeitem - 0
harvestcraft:brusselsproutitem - 0
harvestcraft:cabbageitem - 0
harvestcraft:cucumberitem - 0
harvestcraft:okraitem - 0
harvestcraft:peasitem - 0
harvestcraft:seaweeditem - 0
harvestcraft:zucchiniitem - 0
harvestcraft:spinachitem - 0
harvestcraft:kaleitem - 0


listAllheavycream
harvestcraft:silkentofuitem - 0
harvestcraft:heavycreamitem - 0


listAllherb
harvestcraft:garlicitem - 0


listAllicecream
harvestcraft:silkentofuitem - 0
harvestcraft:icecreamitem - 0


listAlljuice
harvestcraft:applejuiceitem - 0
harvestcraft:melonjuiceitem - 0
harvestcraft:carrotjuiceitem - 0
harvestcraft:strawberryjuiceitem - 0
harvestcraft:grapejuiceitem - 0
harvestcraft:blueberryjuiceitem - 0
harvestcraft:cherryjuiceitem - 0
harvestcraft:papayajuiceitem - 0
harvestcraft:starfruitjuiceitem - 0
harvestcraft:orangejuiceitem - 0
harvestcraft:peachjuiceitem - 0
harvestcraft:limejuiceitem - 0
harvestcraft:mangojuiceitem - 0
harvestcraft:pomegranatejuiceitem - 0
harvestcraft:blackberryjuiceitem - 0
harvestcraft:raspberryjuiceitem - 0
harvestcraft:kiwijuiceitem - 0
harvestcraft:cranberryjuiceitem - 0
harvestcraft:cactusfruitjuiceitem - 0
harvestcraft:plumjuiceitem - 0
harvestcraft:pearjuiceitem - 0
harvestcraft:apricotjuiceitem - 0
harvestcraft:figjuiceitem - 0
harvestcraft:grapefruitjuiceitem - 0
harvestcraft:persimmonjuiceitem - 0


listAllmeatcooked
minecraft:cooked_beef - any
minecraft:cooked_chicken - any
minecraft:cooked_fish - any
minecraft:cooked_mutton - any
minecraft:cooked_porkchop - any
minecraft:cooked_rabbit - any
harvestcraft:cookedgrubitem - 0
harvestcraft:cookedtofeakitem - 0
harvestcraft:cookedtofaconitem - 0
harvestcraft:cookedtofuttonitem - 0
harvestcraft:cookedtofickenitem - 0
harvestcraft:cookedtofabbititem - 0
harvestcraft:cookedtofurkeyitem - 0
harvestcraft:cookedtofenisonitem - 0
harvestcraft:cookedtofuduckitem - 0
minecraft:cooked_chicken - 0
minecraft:cooked_beef - 0
minecraft:cooked_porkchop - 0
minecraft:cooked_mutton - 0
minecraft:cooked_rabbit - 0
harvestcraft:turkeycookeditem - 0
harvestcraft:venisoncookeditem - 0
harvestcraft:duckcookeditem - 0


listAllmeatraw
harvestcraft:grubitem - 0
harvestcraft:rawtofeakitem - 0
harvestcraft:rawtofaconitem - 0
harvestcraft:rawtofuttonitem - 0
harvestcraft:rawtofickenitem - 0
harvestcraft:rawtofabbititem - 0
harvestcraft:rawtofurkeyitem - 0
harvestcraft:rawtofenisonitem - 0
harvestcraft:rawtofuduckitem - 0
minecraft:chicken - 0
minecraft:beef - 0
minecraft:porkchop - 0
minecraft:mutton - 0
minecraft:rabbit - 0
harvestcraft:groundbeefitem - 0
harvestcraft:groundchickenitem - 0
harvestcraft:groundduckitem - 0
harvestcraft:groundfishitem - 0
harvestcraft:groundmuttonitem - 0
harvestcraft:groundporkitem - 0
harvestcraft:groundrabbititem - 0
harvestcraft:groundturkeyitem - 0
harvestcraft:groundvenisonitem - 0
harvestcraft:turkeyrawitem - 0
harvestcraft:venisonrawitem - 0
harvestcraft:duckrawitem - 0


listAllmilk
harvestcraft:soymilkitem - 0
minecraft:milk_bucket - 0
harvestcraft:freshmilkitem - 0


listAllmushroom
minecraft:red_mushroom - 0
minecraft:brown_mushroom - 0
harvestcraft:whitemushroomitem - 0


listAllmuttoncooked
harvestcraft:cookedtofuttonitem - 0
minecraft:cooked_mutton - 0


listAllmuttonraw
harvestcraft:rawtofuttonitem - 0
minecraft:mutton - 0
harvestcraft:groundmuttonitem - 0


listAllnut
harvestcraft:peanutitem - 0
harvestcraft:walnutitem - 0
harvestcraft:almonditem - 0
harvestcraft:cashewitem - 0
harvestcraft:chestnutitem - 0
harvestcraft:pecanitem - 0
harvestcraft:pistachioitem - 0


listAllnutbutter
harvestcraft:peanutbutteritem - 0
harvestcraft:almondbutteritem - 0
harvestcraft:cashewbutteritem - 0
harvestcraft:chestnutbutteritem - 0
harvestcraft:pistachiobutteritem - 0


listAllpepper
harvestcraft:bellpepperitem - 0
harvestcraft:chilipepperitem - 0


listAllporkcooked
harvestcraft:cookedtofaconitem - 0
minecraft:cooked_porkchop - 0
harvestcraft:bbqjackfruititem - 0


listAllporkraw
harvestcraft:rawtofaconitem - 0
minecraft:porkchop - 0
harvestcraft:groundporkitem - 0
harvestcraft:bbqjackfruititem - 0


listAllrabbitcooked
harvestcraft:cookedtofabbititem - 0
minecraft:cooked_rabbit - 0


listAllrabbitraw
harvestcraft:rawtofabbititem - 0
minecraft:rabbit - 0
harvestcraft:groundrabbititem - 0


listAllrootveggie
harvestcraft:parsnipitem - 0
harvestcraft:radishitem - 0
harvestcraft:rutabagaitem - 0
harvestcraft:sweetpotatoitem - 0
harvestcraft:turnipitem - 0


listAllseed
minecraft:wheat_seeds - 0
minecraft:beetroot_seeds - 0
minecraft:pumpkin_seeds - 0
minecraft:melon_seeds - 0
harvestcraft:spinachseeditem - 0
harvestcraft:kiwiseeditem - 0
harvestcraft:cabbageseeditem - 0
harvestcraft:cornseeditem - 0
harvestcraft:cucumberseeditem - 0
harvestcraft:onionseeditem - 0
harvestcraft:artichokeseeditem - 0
harvestcraft:cottonseeditem - 0
harvestcraft:cactusfruitseeditem - 0
harvestcraft:elderberryseeditem - 0
harvestcraft:spiceleafseeditem - 0
harvestcraft:arrowrootseeditem - 0
harvestcraft:kohlrabiseeditem - 0
harvestcraft:mustardseeditem - 0
harvestcraft:candleberryseeditem - 0
harvestcraft:beetseeditem - 0
harvestcraft:beanseeditem - 0
harvestcraft:eggplantseeditem - 0
harvestcraft:gigapickleseeditem - 0
harvestcraft:raspberryseeditem - 0
harvestcraft:blueberryseeditem - 0
harvestcraft:chilipepperseeditem - 0
harvestcraft:grapeseeditem - 0
harvestcraft:mulberryseeditem - 0
harvestcraft:lettuceseeditem - 0
harvestcraft:tomatilloseeditem - 0
harvestcraft:curryleafseeditem - 0
harvestcraft:quinoaseeditem - 0
harvestcraft:milletseeditem - 0
harvestcraft:rhubarbseeditem - 0
harvestcraft:gingerseeditem - 0
harvestcraft:asparagusseeditem - 0
harvestcraft:cantaloupeseeditem - 0
harvestcraft:wintersquashseeditem - 0
harvestcraft:rutabagaseeditem - 0
harvestcraft:brusselsproutseeditem - 0
harvestcraft:okraseeditem - 0
harvestcraft:sesameseedsseeditem - 0
harvestcraft:cauliflowerseeditem - 0
harvestcraft:radishseeditem - 0
harvestcraft:broccoliseeditem - 0
harvestcraft:zucchiniseeditem - 0
harvestcraft:tomatoseeditem - 0
harvestcraft:scallionseeditem - 0
harvestcraft:juteseeditem - 0
harvestcraft:sisalseeditem - 0
harvestcraft:waterchestnutseeditem - 0
harvestcraft:bambooshootseeditem - 0
harvestcraft:flaxseeditem - 0
harvestcraft:celeryseeditem - 0
harvestcraft:peasseeditem - 0
harvestcraft:cassavaseeditem - 0
harvestcraft:peanutseeditem - 0
harvestcraft:teaseeditem - 0
harvestcraft:taroseeditem - 0
harvestcraft:parsnipseeditem - 0
harvestcraft:soybeanseeditem - 0
harvestcraft:garlicseeditem - 0
harvestcraft:coffeeseeditem - 0
harvestcraft:oatsseeditem - 0
harvestcraft:jicamaseeditem - 0
harvestcraft:strawberryseeditem - 0
harvestcraft:seaweedseeditem - 0
harvestcraft:barleyseeditem - 0
harvestcraft:kenafseeditem - 0
harvestcraft:whitemushroomseeditem - 0
harvestcraft:riceseeditem - 0
harvestcraft:lentilseeditem - 0
harvestcraft:sweetpotatoseeditem - 0
harvestcraft:leekseeditem - 0
harvestcraft:agaveseeditem - 0
harvestcraft:amaranthseeditem - 0
harvestcraft:chickpeaseeditem - 0
harvestcraft:greengrapeseeditem - 0
harvestcraft:pineappleseeditem - 0
harvestcraft:blackberryseeditem - 0
harvestcraft:huckleberryseeditem - 0
harvestcraft:juniperberryseeditem - 0
harvestcraft:cranberryseeditem - 0
harvestcraft:bellpepperseeditem - 0
harvestcraft:turnipseeditem - 0
harvestcraft:kaleseeditem - 0
harvestcraft:ryeseeditem - 0


listAllsmoothie
harvestcraft:melonsmoothieitem - 0
harvestcraft:strawberrysmoothieitem - 0
harvestcraft:lemonsmoothieitem - 0
harvestcraft:blueberrysmoothieitem - 0
harvestcraft:cherrysmoothieitem - 0
harvestcraft:papayasmoothieitem - 0
harvestcraft:starfruitsmoothieitem - 0
harvestcraft:bananasmoothieitem - 0
harvestcraft:orangesmoothieitem - 0
harvestcraft:peachsmoothieitem - 0
harvestcraft:limesmoothieitem - 0
harvestcraft:mangosmoothieitem - 0
harvestcraft:pomegranatesmoothieitem - 0
harvestcraft:blackberrysmoothieitem - 0
harvestcraft:raspberrysmoothieitem - 0
harvestcraft:kiwismoothieitem - 0
harvestcraft:apricotsmoothieitem - 0
harvestcraft:figsmoothieitem - 0
harvestcraft:grapefruitsmoothieitem - 0
harvestcraft:persimmonsmoothieitem - 0
harvestcraft:gooseberrysmoothieitem - 0
harvestcraft:applesmoothieitem - 0
harvestcraft:coconutsmoothieitem - 0
harvestcraft:cranberrysmoothieitem - 0
harvestcraft:grapesmoothieitem - 0
harvestcraft:pearsmoothieitem - 0
harvestcraft:plumsmoothieitem - 0


listAllsoda
harvestcraft:cherrysodaitem - 0
harvestcraft:colasodaitem - 0
harvestcraft:gingersodaitem - 0
harvestcraft:grapesodaitem - 0
harvestcraft:lemonlimesodaitem - 0
harvestcraft:orangesodaitem - 0
harvestcraft:rootbeersodaitem - 0
harvestcraft:strawberrysodaitem - 0
harvestcraft:grapefruitsodaitem - 0


listAllspice
harvestcraft:gingeritem - 0
harvestcraft:spiceleafitem - 0
harvestcraft:mustardseedsitem - 0
harvestcraft:currypowderitem - 0


listAllsugar
minecraft:sugar - 0
harvestcraft:honeyitem - 0


listAlltofu
harvestcraft:cookedtofeakitem - 0
harvestcraft:cookedtofaconitem - 0
harvestcraft:cookedtofuttonitem - 0
harvestcraft:cookedtofickenitem - 0
harvestcraft:cookedtofabbititem - 0
harvestcraft:cookedtofurkeyitem - 0
harvestcraft:cookedtofenisonitem - 0
harvestcraft:cookedtofuduckitem - 0


listAllturkeycooked
harvestcraft:cookedtofurkeyitem - 0
harvestcraft:turkeycookeditem - 0


listAllturkeyraw
harvestcraft:rawtofurkeyitem - 0
harvestcraft:turkeyrawitem - 0
harvestcraft:groundturkeyitem - 0


listAllveggie
minecraft:carrot - 0
minecraft:potato - 0
minecraft:pumpkin - 0
harvestcraft:harvestpumpkinitem - 0
minecraft:beetroot - 0
harvestcraft:asparagusitem - 0
harvestcraft:beanitem - 0
harvestcraft:beetitem - 0
harvestcraft:broccoliitem - 0
harvestcraft:caulifloweritem - 0
harvestcraft:celeryitem - 0
harvestcraft:leekitem - 0
harvestcraft:lettuceitem - 0
harvestcraft:onionitem - 0
harvestcraft:parsnipitem - 0
harvestcraft:radishitem - 0
harvestcraft:rutabagaitem - 0
harvestcraft:scallionitem - 0
harvestcraft:soybeanitem - 0
harvestcraft:sweetpotatoitem - 0
harvestcraft:turnipitem - 0
harvestcraft:whitemushroomitem - 0
harvestcraft:artichokeitem - 0
harvestcraft:bellpepperitem - 0
harvestcraft:brusselsproutitem - 0
harvestcraft:cabbageitem - 0
harvestcraft:cornitem - 0
harvestcraft:cucumberitem - 0
harvestcraft:eggplantitem - 0
harvestcraft:okraitem - 0
harvestcraft:peasitem - 0
harvestcraft:rhubarbitem - 0
harvestcraft:seaweeditem - 0
harvestcraft:tomatoitem - 0
harvestcraft:wintersquashitem - 0
harvestcraft:zucchiniitem - 0
harvestcraft:bambooshootitem - 0
harvestcraft:spinachitem - 0
harvestcraft:waterchestnutitem - 0
harvestcraft:arrowrootitem - 0
harvestcraft:cassavaitem - 0
harvestcraft:chickpeaitem - 0
harvestcraft:jicamaitem - 0
harvestcraft:kohlrabiitem - 0
harvestcraft:lentilitem - 0
